departamento,provincia,distrito,centro_poblado,categoria,codigo_de_ubigeo_y_centro_poblado,longitud,latitud,altitud,poblacion,vivienda,agua_por_red_publica,energia_electrica_en_la_vivienda,desague_por_red_publica,via_de_mayor_uso,transporte_de_mayor_uso,frecuencia,tiempo_en_minutos_hacia_la_capital_del_distrito,distancia_del_centro_poblado_hacia_la_capital_del_distritokm,distancia_del_centro_poblado_hacia_el_centro_poblado_educativo,distancia_del_centro_poblado_hacia_el_centro_de_salud_mas_cerca,alumbrado_publico,telefono_publico,local_comunal,hostal__albergue,estacion_de_radio,institucion_educativa_primaria,institucion_educativa_secundaria,establecimiento_puesto_de_salud,puesto_policial,oficina_de_correo,cabina_de_internet,heladas_nevadas,granizadas,lluvias,sequias,vendavales_vientos_fuertes,inundaciones,derrumbesdeslizamientos,huaycos__aludesaluviones,desertificaciones,salinizacion_de_los_suelos,actividad_volcanica,sismos,tsunami_u_oleadas_anomalos,otros_fenomenos_nat,derrame_de_sustancias_o_desechos_toxicos,fugas_de_gases_toxicos,explosiones,incendios_y_quemas,crianza_de_animales_en_zonas_urbanas,incremento_de_zonas_indus_no_autorizadas,zonas_aereoportuarias,rellenos_sanitarios,subversiones_yo_conflictos_sociales,otros_peligros,un_lecho_de_rio_o_quebrada,un_cuartel_militar_o_policial,una_via_ferrea,la_erosion_de_rios_en_laderas_de_cerros,barrancos_o_precipicios,otros,pistas_y_veredas_en_la_mayori_de_sus_calles_yo_manzanas,canales_de_drenaje_en_las_calles_para_la_evacuacion_de_las_agua,idioma_o_lengua_que_se_habla_con_mayor_frecuencia
AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,OYOLO,,0508060001,-73.1852360451,-15.1799240680,3410.0,250,160,no,si,no,,,,0,,0.27,0.38,si,no,no,si,si,si,si,si,si,no,no,no,no,si,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,si,no,si,si,quechua
AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,PARARCA,,0508070001,-73.4648866667,-15.2173066667,3047.0,350,150,si,si,si,,,,0,,0.12,0.04,si,no,si,si,no,si,si,si,no,no,si,si,si,si,no,si,no,si,si,no,no,no,si,no,no,no,no,no,no,si,no,no,si,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,SAN JAVIER DE ALPABAMBA,,0508080001,-73.3221855840,-15.0565906793,2627.5,300,50,no,si,si,,,,0,,0.2,0.12,si,no,si,no,no,si,si,si,no,no,no,si,si,si,no,si,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,si,no,no,no,
AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,SAN JOSE DE USHUA,,0508090001,-73.2266928632,-15.2250067278,3033.7,150,52,no,si,no,,,,0,,0.18,0.19,si,no,si,no,no,si,si,si,no,no,no,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,no,si,no,no,no,quechua
AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,QUILCATA,,0508100001,-73.4529452248,-15.2451395456,3304.8,1000,400,si,si,si,,,,0,,0.18,0.04,no,si,si,si,si,si,si,si,no,no,no,no,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,si,si,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,SUCRE,QUEROBAMBA,QUEROBAMBA,,0509010001,-73.8386955091,-14.0116745034,3516.1,2800,670,si,si,si,,,,0,,0.38,0.41,no,no,si,no,no,si,si,no,no,no,no,si,si,si,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,si,si,no,no,no,no,si,no,quechua
AYACUCHO,SUCRE,BELEN,BELEN,,0509020001,-73.7575679219,-13.8088864111,3223.2,270,95,si,si,no,,,,0,,,0.19,si,no,si,si,no,si,si,si,no,no,no,no,si,si,si,si,no,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,
AYACUCHO,SUCRE,CHALCOS,CHALCOS,,0509030001,-73.7541039653,-13.8479668830,3676.5,220,150,si,si,si,,,,0,,0.04,0.09,si,no,si,no,no,si,si,si,no,no,no,si,si,si,si,si,no,si,no,no,no sabe,no,no,no,no,si,no,no,no,si,no,no,si,no,no,no,no,no,no,si,no,no,no,
AYACUCHO,SUCRE,CHILCAYOC,CHILCAYOC,,0509040001,-73.7272997467,-13.8831912303,3404.4,150,200,si,si,si,,,,0,,0.16,0.4,si,no,si,si,no,si,si,si,no,no,no,si,si,si,si,si,no,si,si,si,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,si,si,no,no,no,
AYACUCHO,SUCRE,HUACAÑA,HUACAÑA,,0509050001,-73.8863910718,-14.1720870878,3185.8,450,200,no sabe,si,si,,,,0,,,0.24,si,si,si,no,no,si,si,si,no,no,no,si,si,si,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,si,no,no,si,no,no,si,no,no,no,si,no,si,no,
AYACUCHO,SUCRE,MORCOLLA,MORCOLLA,,0509060001,-73.8719966667,-14.1085133333,3503.8,300,150,si,si,si,,,,0,,0.19,5.37,si,si,si,no,no,si,si,si,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,si,no,no,no,no,si,si,
AYACUCHO,SUCRE,PAICO,PAICO,,0509070001,-73.6423716667,-14.0382466667,3110.5,290,150,si,si,si,,,,0,,,0.06,si,no,si,no,no,si,si,si,no,no,no,si,si,si,no,si,no,no,no,no,no sabe,no,no,no,no,no,no sabe,no,no,si,no,no,si,no,no,si,no,no,no,si,no,no,no,
AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,SAN PEDRO DE LARCAY,,0509080001,-73.5727345076,-14.1685096155,3395.0,150,100,si,si,si,,,,0,,0.76,0.61,si,no,si,si,no,si,si,si,no,si,si,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,si,no,no,no,
AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,SAN SALVADOR DE QUIJE,,0509090001,-73.7348020006,-13.9682176152,3221.8,220,120,no,si,si,,,,0,,0.03,0.23,si,no,no,no,no,si,si,si,no,no,no,no,si,no,si,no,no,si,si,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,SANTIAGO DE PAUCARAY,,0509100001,-73.6374027691,-14.0443224357,3250.9,144,130,si,si,si,,,,0,,0.11,0.24,no,no,si,no,no,si,no,si,no,no,no,no,si,si,no,no,no,si,si,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,no,si,no,si,si,
AYACUCHO,SUCRE,SORAS,SORAS,,0509110001,-73.6044395112,-14.1144421123,3432.3,1350,450,si,si,si,,,,0,,0.16,,si,si,si,si,si,si,si,si,si,si,si,si,si,si,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,si,no,no,si,no,no,si,no,no,no,no,no,si,no,quechua
AYACUCHO,VICTOR FAJARDO,HUANCAPI,HUANCAPI,,0510010001,-74.0665867391,-13.7522433816,3105.4,2031,976,si,si,si,,,,0,,,0.4,si,si,si,si,si,si,si,si,si,no,si,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,si,no,si,si,
AYACUCHO,VICTOR FAJARDO,ALCAMENCA,ALCAMENCA,,0510020001,-74.1473402987,-13.6571846169,3173.3,400,220,si,si,no,,,,0,,0.03,11.04,si,no,si,no,no,si,si,si,no,no,no,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,si,no,no,no,
AYACUCHO,VICTOR FAJARDO,APONGO,APONGO,pueblo,0510030001,-73.9322257899,-14.0132217073,3077.6,180,150,no,si,si,,,,0,,,12.69,si,si,si,si,no,si,si,si,no,no,no,no,si,si,no,si,no,no,no,no,no,no,no,no,no,si,si,no,no,no,no,no,no,no,no,si,no,no,si,si,no,no,no,quechua
AYACUCHO,VICTOR FAJARDO,ASQUIPATA,ASQUIPATA,,0510040001,-73.9095829908,-14.0548503911,3332.4,250,80,si,si,no,,,,0,,0.38,0.4,si,no,si,si,no,si,no,si,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,si,no,si,no,no,no,no,no,no,no,
AYACUCHO,VICTOR FAJARDO,CANARIA,CANARIA,,0510050001,-73.9048499632,-13.9231814251,3042.6,480,700,si,si,si,,,,0,,12.29,31.98,si,no,si,no,no,no,si,si,no,no,si,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,VICTOR FAJARDO,CAYARA,CAYARA,pueblo,0510060001,-73.9886206305,-13.7952523716,3207.4,480,250,si,si,si,,,,0,,0.26,0.4,si,si,si,si,no,si,si,si,no,no,si,si,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,quechua
AYACUCHO,VICTOR FAJARDO,COLCA,COLCA,pueblo,0510070001,-74.0338015386,-13.7125234109,3003.0,690,525,si,si,si,,,,0,,0.02,0.28,si,si,si,si,no,si,si,si,no,no,no,no,no,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,quechua
AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,HUAMANQUIQUIA,,0510080001,-74.2720988030,-13.7291025981,3390.2,300,400,no,si,no,,,,0,,0.07,0.03,si,no,si,si,no,si,si,si,no,no,no,si,si,si,si,si,no,si,si,no,no,no,no,no,no,no,no,no,si,si,no,no,si,no,no,si,no,no,si,si,no,no,no,quechua
AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,HUANCARAYLLA,pueblo,0510090001,-74.1023925014,-13.7187712659,3245.6,500,300,si,si,si,,,,0,,5.79,0.28,si,si,si,no,no,si,si,si,no,no,no,si,si,si,si,si,no,si,si,no,no,no,si,no,no,no,no,no,si,si,no,no,no,no,no,no,no,no,si,si,no,no,no,quechua
AYACUCHO,VICTOR FAJARDO,HUALLA,HUALLA,,0510100001,-73.9509661198,-13.8499503727,3423.1,3184,900,si,si,si,,,,0,,0.04,9.47,si,si,no,no,no,si,si,si,no,no,no,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua
AYACUCHO,VICTOR FAJARDO,SARHUA,SARHUA,,0510110001,-74.3202658446,-13.6728410024,3184.3,1300,528,no,no,no,,,,0,,0.07,0.36,no,si,si,no,no,si,si,si,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,si,no,quechua
AYACUCHO,VICTOR FAJARDO,VILCANCHOS,VILCANCHOS,,0510120001,-74.5324310218,-13.6113856750,3011.0,2100,500,si,si,si,,,,0,,3.82,18.76,si,si,si,si,no,si,si,si,si,no,si,no,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,si,no,no,no,no,si,no,quechua
AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,VILCAS HUAMAN,,0511010001,-73.9539799966,-13.6526154637,3493.9,8000,1200,si,si,si,,,,0,,0.08,0.06,si,si,si,si,si,si,si,si,si,si,si,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,si,no,no,si,si,no,no,si,no,si,si,
AYACUCHO,VILCAS HUAMAN,ACCOMARCA,ACCOMARCA,,0511020001,-73.9040949902,-13.8006814865,3386.5,390,190,si,si,si,,,,0,,0.02,0.34,si,si,si,no,no,si,si,si,no,no,no,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,si,no,si,no,
AYACUCHO,VILCAS HUAMAN,CARHUANCA,CARHUANCA,,0511030001,-73.7870970177,-13.7424754785,2979.8,380,400,si,si,si,,,,0,,0.01,0.09,no,no,no,no,no,si,no,no,no,no,no,si,si,si,si,si,no,si,si,no,no,no,no,no,no,no,no,no,no,si,no,no,no,si,no,si,si,no,no,si,no,no,no,quechua
AYACUCHO,VILCAS HUAMAN,CONCEPCION,CONCEPCION,,0511040001,-73.8751924429,-13.5324059038,3060.7,300,250,si,si,si,,,,0,,,0.1,si,si,si,no,no,si,si,si,si,si,no,si,si,si,si,si,no,si,si,no,si,no,no,no,no,no,no,no,si,si,no,no,si,si,no,si,si,no,si,si,no,no,no,
AYACUCHO,VILCAS HUAMAN,HUAMBALPA,HUAMBALPA,,0511050001,-73.9317019655,-13.7501775847,3293.7,410,280,si,si,si,,,,0,,0.22,0.11,si,si,si,no,no,si,si,si,no,no,no,si,si,si,si,si,no,no,no,no sabe,no,no,si,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,si,no,si,no,
AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,NUEVO PACCHA HUALLHUA,,0511060001,-73.8772279037,-13.8526664990,3606.2,200,250,si,si,no,,,,0,,0.12,0.19,si,no,si,no,no,si,si,si,no,si,si,si,si,si,no,si,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,si,no,no,no,
AYACUCHO,VILCAS HUAMAN,SAURAMA,SAURAMA,,0511070001,-73.7594122300,-13.6956451777,3574.1,380,350,no,no,no,,,,0,,0.08,0.34,si,no,si,no,no,si,si,si,no,si,no,si,si,si,si,si,no,si,si,no,no,no,no,no,no,no,no,no,no,si,no,no,no,si,no,si,no,no,si,si,no,no,no,
AYACUCHO,VILCAS HUAMAN,VISCHONGO,VISCHONGO,,0511080001,-73.9951941841,-13.5891828189,3149.6,600,350,si,si,si,,,,0,,0.57,5.34,si,si,si,no,no,si,si,si,no,no,no,si,si,si,no,si,no,si,si,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,no,si,no,si,no,
AYACUCHO,HUAMANGA,ACOCRO,CARHUASCHOQUE,anexo,0501020002,-74.0681716667,-13.2117466667,3335.5,300,217,si,si,si,carretera afirmada,automovil,diario,120,36.1,,7.14,si,si,si,no,no,si,no,no,no,no,no,no,no,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,quechua
AYACUCHO,HUAMANGA,ACOS VINCHOS,QUISUAR,unidad agropecuaria,0501030002,-74.0898100000,-13.0851133333,3413.4,8,7,no,no,no,camino de herradura / trocha,a pie,,60,15.3,4.18,7.81,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,quechua

AYACUCHO,HUAMANGA,OCROS,SUNTO (SUNTO PAMPA),unidad agropecuaria,0501060002,-73.9048016667,-13.3426283333,3580.0,35,20,no,si,no,camino carrozable,a pie,,165,40.2,2.07,2.5,si,no,si,no,no,no,no,no,no,no,no,no,si,si,no,si,no,si,si,no,no sabe,no,no,no,no,no sabe,no sabe,no,no,no,no sabe,no,no,no sabe,no,si,no,no,no,si,no,no,no,quechua
AYACUCHO,HUAMANGA,PACAYCASA,ALLPAURCCUNA,,0501070002,-74.2483300000,-13.0329133333,3186.7,270,95,si,si,si,camino de herradura / trocha,a pie,,120,23.2,12.49,13.21,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,
AYACUCHO,HUAMANGA,QUINUA,PALLCCA,cooperativa agraria,0501080002,-74.0978300000,-13.0002450000,4036.2,8,5,no,no,no,camino carrozable,a pie,,30,16.6,12.46,13.71,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,no,si,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua

AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,LARAMATE ANTIGUO,unidad agropecuaria,0501110002,-74.3860566667,-13.0311550000,2658.8,2,7,no,si,no,camino carrozable,a pie,,301,35.8,8.64,0.92,no,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,no,si,si,no,no,no,no,no,no,no,no,no,no,si,no,no,si,no,no,si,no,no,no,no,no,no,no,quechua
AYACUCHO,HUAMANGA,SOCOS,CEDRO,caserio,0501120002,-74.3055350000,-13.1674866667,3246.2,126,43,no,si,no,camino de herradura / trocha,a pie,,40,23.6,1.61,1.96,si,no,si,no,no,no,no,no,no,no,no,si,si,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,si,no,no,no,quechua
AYACUCHO,HUAMANGA,TAMBILLO,MUYURINA,anexo,0501130002,-74.1931816667,-13.1142983333,2499.4,200,70,si,si,si,carretera asfaltada,automovil,diario,120,45.3,0.03,0.03,si,si,si,si,no,si,no,si,no,no,no,si,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,si,no,quechua
AYACUCHO,HUAMANGA,VINCHOS,SAN MARTIN DE CHAKIQPAMPA,caserio,0501140002,-74.4132733333,-13.1672933333,3289.6,90,40,si,si,no,camino carrozable,omnibus,diario,120,45.2,,1.77,no,no,si,no,no,si,si,no,no,no,no,si,si,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,quechua

AYACUCHO,CANGALLO,CANGALLO,ACCOMAYO CHUPASCUNCA,,0502010002,-74.1719816667,-13.5108050000,3451.8,20,70,no,si,no,camino carrozable,automovil,otro,90,59.2,,9.67,no,no,no,no,no,no,no,no,no,no,no,no,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,CANGALLO,CHUSCHI,QUICHCAHUASI,,0502020002,-74.6031116667,-13.3758416667,4248.3,3,4,no,no,no,camino de herradura / trocha,acemila,,300,188.9,13.03,45.15,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,CANGALLO,LOS MOROCHUCOS,MUNAYPATA,,0502030002,-74.2670600000,-13.4069083333,3554.2,130,120,si,si,no,carretera afirmada,automovil,diario,60,58.9,,5.58,si,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,si,no,no,no,no,no,no,no,no,si,si,no,no,no,no,no,si,no,no,no,no,no,no,no,
AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,CAPILLAPATA,,0502040002,-74.2786816667,-13.5543383333,3734.9,30,45,si,si,no,camino carrozable,camioneta,interdiario,60,33.8,1.17,0.03,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,CANGALLO,TOTOS,LAURACCOCHA,,0502060002,-74.5187316667,-13.5182016667,4319.6,6,4,si,si,si,camino de herradura / trocha,a pie,,90,48.4,22,32.72,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,
AYACUCHO,HUANCA SANCOS,SANCOS,TUQSI,,0503010002,-74.7056350000,-13.8192870000,4486.0,7,5,no,no,no,camino de herradura / trocha,a pie,,840,212,78.34,80.43,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,HUANCA SANCOS,CARAPO,PAQCHAHUAYLLA,,0503020002,-74.3898566670,-13.7416183330,4158.8,1,1,no,no,no,camino de herradura / trocha,a pie,,300,75.2,9.24,9.15,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,no,no,no,no,
AYACUCHO,HUANCA SANCOS,SACSAMARCA,LLOCLOSA,,0503030002,-74.1937783333,-13.8376316667,4132.9,1,2,no,no,no,camino de herradura / trocha,a pie,,300,210.3,16.46,17.41,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,HUISCAS,,0503040002,-74.6107750000,-13.7137283333,4452.8,0,1,,,,,,,0,148.1,32.37,53.41,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,


AYACUCHO,HUANTA,HUAMANGUILLA,HUARIBAMBA,,0504030002,-74.1945383333,-13.0006483333,3092.1,58,42,si,si,no,camino de herradura / trocha,a pie,,40,12.2,2.31,2.12,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,si,no,no,no,
AYACUCHO,HUANTA,IGUAIN,CANGARI,,0504040002,-74.2848016667,-12.9882466667,2355.5,250,100,si,si,no,camino carrozable,camioneta,diario,120,32.8,,1.94,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,si,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,si,no,no,no,
AYACUCHO,HUANTA,LURICOCHA,HUILLCALLAY,,0504050002,-74.2842933333,-12.7890750000,2208.2,3,3,no,no,no,camino de herradura / trocha,a pie,,360,102.4,9.72,9.63,no,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,si,no,no,no,
AYACUCHO,HUANTA,SANTILLANA,PUTIS,,0504060002,-74.1758566667,-12.5924766667,3444.8,44,12,no,si,no,camino de herradura / trocha,a pie,,240,87.5,,8.47,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,si,no,no,no,no,no,no,no,


AYACUCHO,LA MAR,AYNA,SAN MARTIN,,0505030002,-73.8290283333,-12.5660950000,746.2,150,98,si,si,si,camino carrozable,camioneta,diario,40,27.3,,5.36,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,LA MAR,CHILCAS,CHAUPILOMA,unidad agropecuaria,0505040002,-73.9466750000,-13.1474850000,3392.0,5,6,no,no,no,camino de herradura / trocha,a pie,,300,83.4,5.74,5.83,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,si,no,no,no,quechua
AYACUCHO,LA MAR,CHUNGUI,TIXIBAMBA,caserio,0505050002,-73.5111183333,-13.0317333333,1056.2,30,14,si,si,no,carretera afirmada,omnibus,diario,480,150.5,5.5,9.96,si,no,si,no,no,no,no,no,no,no,no,no,no,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,quechua
AYACUCHO,LA MAR,LUIS CARRANZA,AMACCOTO,unidad agropecuaria,0505060002,-73.9226050000,-13.1987300000,3430.6,25,9,no,si,no,camino de herradura / trocha,a pie,,60,20.3,1.55,1.59,si,si,no,no,no,no,no,no,no,no,no,no,si,si,si,si,no,si,no,no sabe,no sabe,no,no,no,no,no,no,no,no,si,no,no,no,si,no,si,no,no,no,no,no,no,no,quechua
AYACUCHO,LA MAR,SANTA ROSA,NUEVA FORTALEZA,,0505070002,-73.7382700000,-12.6559083333,641.3,50,20,si,si,si,carretera asfaltada,automovil,diario,45,15.9,4.08,7.66,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,

AYACUCHO,LA MAR,SAMUGARI,PICHIWILCA,caserio,0505090002,-73.6415173406,-12.7910504779,827.3,1800,350,si,si,si,carretera afirmada,automovil,diario,10,76.7,,0.15,no,no,no,no,no,si,si,si,no,no,si,no,no,si,no,no,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,
AYACUCHO,LUCANAS,PUQUIO,ÑUÑULLA,,0506010002,-74.0950200000,-14.5324566667,4132.6,2,2,no,no,no,camino de herradura / trocha,a pie,,150,85.8,44.83,44.52,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,no,si,no,no,no,si,no,no,no,no,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,no,
AYACUCHO,LUCANAS,AUCARA,CHACRALLA,,0506020002,-73.9929140570,-14.2070473756,3154.4,130,180,no,si,no,camino de herradura / trocha,automovil,interdiario,90,30.9,,0.02,si,no,si,no,no,si,no,no,no,no,no,si,si,si,no,si,no,si,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,si,si,no,si,si,
AYACUCHO,LUCANAS,CABANA,MISOMNIYOCC,,0506030002,-73.9390483333,-14.3117933333,3392.4,2,2,no,no,no,camino de herradura / trocha,a pie,,240,15.2,5.13,6.1,no,no,no,no,no,no,no,no,no,no,no,si,si,si,no,si,no,si,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,quechua
AYACUCHO,LUCANAS,CARMEN SALCEDO,HUANTAYMISA,,0506040002,-73.9244133333,-14.3288633333,3091.2,1,2,no,no,no,camino de herradura / trocha,a pie,,300,95.4,9.71,13.55,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,no,no,no,no,si,no,no,no,si,no,no,no sabe,
AYACUCHO,LUCANAS,CHIPAO,CCECCA,,0506060002,-73.9442104583,-14.2675881075,3354.9,89,140,si,si,no,camino de herradura / trocha,a pie,,240,36.5,18.12,,si,no,si,si,no,si,no,si,no,no,no,si,si,si,si,si,no,si,no,si,si,no,si,no,no,no,no,no,si,si,no,no,no,si,no,si,no,no,si,si,no,no,no,
AYACUCHO,LUCANAS,HUAC-HUAS,CHIHUILLUPAMPA,,0506070002,-75.0254420000,-14.0748620000,1610.0,9,3,no,no,no,camino carrozable,camioneta,semanal,120,50.6,1.53,8.46,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,si,si,si,si,si,no,no,si,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,si,si,no,no,no,quechua
AYACUCHO,LUCANAS,LARAMATE,PULTO,,0506080002,-74.6491900000,-14.0963133330,4196.1,0,2,,,,,,,0,106.1,15.87,15.88,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYACUCHO,LUCANAS,LEONCIO PRADO,ALANYA,,0506090002,-74.4797883333,-14.6403300000,3648.4,1,1,no,no,no,camino de herradura / trocha,a pie,,390,172,43.97,43.85,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,quechua
